Дата,дивизион,показатель,среднее_значение_прогноза,нижняя_граница_доверительного_интервала_прогноза,верхняя_граница_доверительного_интервала_прогноза
2025-10-01,Дирекция_управления_проектами_(ДУП),ARPU,10894.692173674352,10166.964450580408,11622.4198967683
2025-10-01,Дирекция_телеком-комплектации,ARPU,10800.12983517398,10074.624605150151,11525.635065197808
2025-10-01,Корпоративный_университет,ARPU,10830.959735258755,10121.797729555306,11540.121740962204
2025-10-01,"Обьединение_""Дивизион_Сеть""",ARPU,10778.901081169131,10058.581693586137,11499.22046875213
2025-10-01,Сервисная_Фабрика,ARPU,10794.634320074403,10071.282150816498,11517.986489332312
2025-10-01,"Центральный_аппарат_Акционерного_Общества_""Казахтелеком""",ARPU,10840.077023625729,10117.304649514928,11562.849397736529
2025-11-01,Дивизион_по_корпоративному_бизнесу,ARPU,10942.886652301497,10109.894592351326,11775.878712251664
2025-11-01,Дивизион_по_розничному_бизнесу,ARPU,10956.796088295834,10161.39451501842,11752.19766157325
2025-11-01,Дивизион_информационных_технологий,ARPU,11017.50985378788,10186.091461868396,11848.928245707366
2025-11-01,Дирекция_управления_проектами_(ДУП),ARPU,11027.782739891709,10222.93827068991,11832.627209093507
2025-11-01,Дирекция_телеком-комплектации,ARPU,10938.758797392267,10130.713910842143,11746.803683942391
2025-11-01,Корпоративный_университет,ARPU,10975.967472329532,10202.726080442748,11749.208864216316
2025-11-01,"Обьединение_""Дивизион_Сеть""",ARPU,10900.542433760358,10101.877551735786,11699.20731578493
2025-11-01,Сервисная_Фабрика,ARPU,10925.05754987849,10115.0447938367,11735.07030592028
2025-11-01,"Центральный_аппарат_Акционерного_Общества_""Казахтелеком""",ARPU,10964.65201725455,10159.45958587036,11769.84444863874
2025-12-01,Дивизион_по_корпоративному_бизнесу,ARPU,11304.499852792029,10368.724613018698,12240.27509256536
2025-12-01,Дивизион_по_розничному_бизнесу,ARPU,11334.277242854449,10450.682403664405,12217.872082044494
2025-12-01,Дивизион_информационных_технологий,ARPU,11374.922541294034,10444.33485448685,12305.51022810122
2025-12-01,Дирекция_управления_проектами_(ДУП),ARPU,11402.007111452607,10507.320106280533,12296.694116624683
2025-12-01,Дирекция_телеком-комплектации,ARPU,11304.912128157148,10404.322791464134,12205.501464850162
2025-12-01,Корпоративный_университет,ARPU,11334.706038264763,10472.696235053389,12196.715841476143
2025-12-01,"Обьединение_""Дивизион_Сеть""",ARPU,11251.45187395568,10371.839273112804,12131.064474798555
2025-12-01,Сервисная_Фабрика,ARPU,11286.055489339433,10383.589894967608,12188.52108371126
2025-12-01,"Центральный_аппарат_Акционерного_Общества_""Казахтелеком""",ARPU,11361.597784267837,10463.863874990286,12259.331693545388
2026-01-01,Дивизион_по_корпоративному_бизнесу,ARPU,12626.414665524697,11579.972104092025,13672.857226957363
2026-01-01,Дивизион_по_розничному_бизнесу,ARPU,12660.193710805404,11698.509622561389,13621.877799049422
2026-01-01,Дивизион_информационных_технологий,ARPU,12747.074241321916,11721.341826611822,13772.80665603201
2026-01-01,Дирекция_управления_проектами_(ДУП),ARPU,12734.008975125096,11748.052023801947,13719.965926448243
2026-01-01,Дирекция_телеком-комплектации,ARPU,12647.35939290673,11640.178735051726,13654.540050761734
2026-01-01,Корпоративный_университет,ARPU,12665.310850278063,11703.255661245568,13627.366039310558
2026-01-01,"Обьединение_""Дивизион_Сеть""",ARPU,12579.117469965247,11596.6066860386,13561.628253891897
2026-01-01,Сервисная_Фабрика,ARPU,12621.159213536524,11613.397260991753,13628.921166081296
2026-01-01,"Центральный_аппарат_Акционерного_Общества_""Казахтелеком""",ARPU,12726.223528168546,11728.204839853406,13724.242216483686
2026-02-01,Дивизион_по_корпоративному_бизнесу,ARPU,10094.792674515247,8930.586826164363,11258.998522866132
2026-02-01,Дивизион_по_розничному_бизнесу,ARPU,10136.0898198859,9071.241219373163,11200.938420398636
2026-02-01,Дивизион_информационных_технологий,ARPU,10224.701547518838,9101.735684885323,11347.667410152351
2026-02-01,Дирекция_управления_проектами_(ДУП),ARPU,10219.85943240421,9138.019487217747,11301.699377590672
2026-02-01,Дирекция_телеком-комплектации,ARPU,10147.565372333142,9025.757779694512,11269.372964971772
2026-02-01,Корпоративный_университет,ARPU,10117.287394208775,9061.296670437903,11173.278117979651
2026-02-01,"Обьединение_""Дивизион_Сеть""",ARPU,10059.518913846428,8973.88985235913,11145.147975333724
2026-02-01,Сервисная_Фабрика,ARPU,10064.394589716005,8929.994212135261,11198.794967296748
2026-02-01,"Центральный_аппарат_Акционерного_Общества_""Казахтелеком""",ARPU,10198.17405937047,9088.726964619773,11307.621154121169
2025-03-01,Дивизион_по_корпоративному_бизнесу,EBITDA,8802.680408966418,7711.029434726902,9894.331383205936
2025-03-01,Дивизион_по_розничному_бизнесу,EBITDA,9673.460910519276,8576.966937040148,10769.954883998404
2025-03-01,Дивизион_информационных_технологий,EBITDA,2.464902405827104,-1062.5115040385006,1067.4413088501549
2025-03-01,Дирекция_управления_проектами_(ДУП),EBITDA,-103.7668447523698,-1164.3965937448784,956.8629042401388
2025-03-01,Дирекция_телеком-комплектации,EBITDA,-107.89558725864592,-1168.5734399100422,952.7822653927504
2025-03-01,Корпоративный_университет,EBITDA,-33.80297870673739,-1094.8362227503328,1027.230265336858
2025-03-01,"Обьединение_""Дивизион_Сеть""",EBITDA,-4404.754392397985,-5505.927186441551,-3303.5815983544176
2025-03-01,Сервисная_Фабрика,EBITDA,-1770.696255406729,-2855.869699947744,-685.5228108657143
2025-03-01,"Центральный_аппарат_Акционерного_Общества_""Казахтелеком""",EBITDA,-4884.268929788615,-7866.468348049695,-1902.0695115275332
2025-04-01,Дивизион_по_корпоративному_бизнесу,EBITDA,8153.761307935682,7062.3053631598295,9245.217252711534
2025-04-01,Дивизион_по_розничному_бизнесу,EBITDA,10028.182602019882,8924.718188665312,11131.647015374452
2025-04-01,Дивизион_информационных_технологий,EBITDA,-239.6489538677857,-1306.3444320060112,827.0465242704396
2025-04-01,Дирекция_управления_проектами_(ДУП),EBITDA,-129.36780641847713,-1190.0302333561335,931.2946205191791
2025-04-01,Дирекция_телеком-комплектации,EBITDA,-127.37299511704634,-1188.0476713845114,933.3016811504187
2025-04-01,Корпоративный_университет,EBITDA,-21.825534069316085,-1082.907225869986,1039.2561577313538
2025-04-01,"Обьединение_""Дивизион_Сеть""",EBITDA,-4303.262358138455,-5399.273391633122,-3207.251324643788
2025-04-01,Сервисная_Фабрика,EBITDA,-2121.150209461198,-3206.422429640404,-1035.877989281992
2025-04-01,"Центральный_аппарат_Акционерного_Общества_""Казахтелеком""",EBITDA,-7189.731719124256,-10832.504347983831,-3546.959090264678
2025-05-01,Дивизион_по_корпоративному_бизнесу,EBITDA,8500.263409704632,7408.881116809839,9591.645702599424
2025-05-01,Дивизион_по_розничному_бизнесу,EBITDA,10222.410552289584,9119.688621970585,11325.132482608584
2025-05-01,Дивизион_информационных_технологий,EBITDA,136.8004742431865,-930.7614120505492,1204.3623605369223
2025-05-01,Дирекция_управления_проектами_(ДУП),EBITDA,-144.31497209162305,-1204.9651871038934,916.3352429206471
2025-05-01,Дирекция_телеком-комплектации,EBITDA,-108.35606215144132,-1169.027282177503,952.3151578746202
2025-05-01,Корпоративный_университет,EBITDA,3.902814847981027,-1057.2843603606866,1065.0899900566487
2025-05-01,"Обьединение_""Дивизион_Сеть""",EBITDA,-3206.339117259507,-4295.816745869613,-2116.8614886494006
2025-05-01,Сервисная_Фабрика,EBITDA,-1771.3067462695294,-2855.5965394231425,-687.0169531159163
2025-05-01,"Центральный_аппарат_Акционерного_Общества_""Казахтелеком""",EBITDA,-6831.473951870741,-11172.649183825382,-2490.2987199161007
2025-06-01,Дивизион_по_корпоративному_бизнесу,EBITDA,8819.767897000314,7721.139656498637,9918.396137501992
2025-06-01,Дивизион_по_розничному_бизнесу,EBITDA,10880.993037930812,9774.52331101959,11987.462764842036
2025-06-01,Дивизион_информационных_технологий,EBITDA,83.20439824478234,-986.3797632063686,1152.7885596959334
2025-06-01,Дирекция_управления_проектами_(ДУП),EBITDA,-137.6126055620525,-1198.285932922204,923.0607217980988
2025-06-01,Дирекция_телеком-комплектации,EBITDA,-96.3764101937899,-1157.048740053517,964.295919665937
2025-06-01,Корпоративный_университет,EBITDA,11.685925305671113,-1049.5523844330162,1072.9242350443585
2025-06-01,"Обьединение_""Дивизион_Сеть""",EBITDA,-3687.178323104391,-4775.443022882182,-2598.9136233265995
2025-06-01,Сервисная_Фабрика,EBITDA,-1822.589299823432,-2906.621895496759,-738.5567041501054
2025-06-01,"Центральный_аппарат_Акционерного_Общества_""Казахтелеком""",EBITDA,-7054.8106363292745,-12080.468116851414,-2029.153155807135
2025-07-01,Дивизион_по_корпоративному_бизнесу,EBITDA,6329.681674149952,5243.359893934783,7416.003454365122
2025-07-01,Дивизион_по_розничному_бизнесу,EBITDA,9953.696937974031,8851.248834469585,11056.14504147848
2025-07-01,Дивизион_информационных_технологий,EBITDA,-373.5745529190705,-1445.1074682126318,697.9583623744907
2025-07-01,Дирекция_управления_проектами_(ДУП),EBITDA,-135.41773902373876,-1196.132598114445,925.2971200669676
2025-07-01,Дирекция_телеком-комплектации,EBITDA,-123.25758147590668,-1183.9391909579235,937.4240280061102
2025-07-01,Корпоративный_университет,EBITDA,-0.4517285456123829,-1062.122128902749,1061.218671811524
2025-07-01,"Обьединение_""Дивизион_Сеть""",EBITDA,-3373.276230235951,-4466.0659526781055,-2280.4865077937966
2025-07-01,Сервисная_Фабрика,EBITDA,-1900.694885028203,-2984.8831962806066,-816.5065737757996
2025-07-01,"Центральный_аппарат_Акционерного_Общества_""Казахтелеком""",EBITDA,-7859.566070243596,-13785.818087895266,-1933.3140525919248
2025-08-01,Дивизион_по_корпоративному_бизнесу,EBITDA,8218.269507202509,7127.830507913263,9308.708506491756
2025-08-01,Дивизион_по_розничному_бизнесу,EBITDA,11095.374450721229,9991.232688901928,12199.51621254053
2025-08-01,Дивизион_информационных_технологий,EBITDA,-479.366530047807,-1555.0621586727318,596.329098577118
2025-08-01,Дирекция_управления_проектами_(ДУП),EBITDA,-146.27089313549374,-1207.0186559051087,914.4768696341214
2025-08-01,Дирекция_телеком-комплектации,EBITDA,-135.8424864370802,-1196.5388623272654,924.853889453105
2025-08-01,Корпоративный_университет,EBITDA,-20.39319856650085,-1081.850766387312,1041.0643692543103
2025-08-01,"Обьединение_""Дивизион_Сеть""",EBITDA,-2526.665453198472,-3618.106546471324,-1435.22435992562
2025-08-01,Сервисная_Фабрика,EBITDA,-1831.638972473765,-2916.3657096229845,-746.9122353245459
2025-08-01,"Центральный_аппарат_Акционерного_Общества_""Казахтелеком""",EBITDA,-8014.961465819083,-14763.483720069387,-1266.439211568778
2025-09-01,Дивизион_по_корпоративному_бизнесу,EBITDA,9128.000396931147,8033.117915889569,10222.882877972725
2025-09-01,Дивизион_по_розничному_бизнесу,EBITDA,11319.713590551542,10214.79880732144,12424.628373781645
2025-09-01,Дивизион_информационных_технологий,EBITDA,-151.61668908685203,-1228.4743676955936,925.2409895218894
2025-09-01,Дирекция_управления_проектами_(ДУП),EBITDA,-125.12515267659414,-1185.9394764813012,935.689171128113
2025-09-01,Дирекция_телеком-комплектации,EBITDA,-114.98574365613078,-1175.6996910088576,945.728203696596
2025-09-01,Корпоративный_университет,EBITDA,11.22562866348354,-1050.453641978113,1072.90489930508
2025-09-01,"Обьединение_""Дивизион_Сеть""",EBITDA,-2194.23246822388,-3297.371645959319,-1091.093290488441
2025-09-01,Сервисная_Фабрика,EBITDA,-1899.8767106129817,-2984.826850633897,-814.9265705920666
2025-09-01,"Центральный_аппарат_Акционерного_Общества_""Казахтелеком""",EBITDA,-7939.563466066746,-15484.96115920319,-394.1657729303015
2025-10-01,Дивизион_по_корпоративному_бизнесу,EBITDA,9332.734234373873,8238.06359504308,10427.40487370466
2025-10-01,Дивизион_по_розничному_бизнесу,EBITDA,10743.194105001145,9638.264124400952,11848.124085601336
2025-10-01,Дивизион_информационных_технологий,EBITDA,-361.28149890506745,-1440.7421997855513,718.1792019754163
2025-10-01,Дирекция_управления_проектами_(ДУП),EBITDA,-264.6834870456668,-1325.6100131229396,796.2430390316061
2025-10-01,Дирекция_телеком-комплектации,EBITDA,-126.19003312139566,-1186.9345939134437,934.5545276706522
2025-10-01,Корпоративный_университет,EBITDA,1.029388595799993,-1060.7653103444643,1062.824087536064
2025-10-01,"Обьединение_""Дивизион_Сеть""",EBITDA,-1714.900413991041,-2834.4738101943094,-595.3270177877728
2025-10-01,Сервисная_Фабрика,EBITDA,-1991.751342827661,-3077.6811671023584,-905.821518552964
2025-10-01,"Центральный_аппарат_Акционерного_Общества_""Казахтелеком""",EBITDA,-8714.540103954387,-17063.449510299535,-365.6306976092365
2025-11-01,Дивизион_по_корпоративному_бизнесу,EBITDA,8629.374625314977,7538.514211834008,9720.235038795943
2025-11-01,Дивизион_по_розничному_бизнесу,EBITDA,11408.726634796036,10298.24913740819,12519.204132183882
2025-11-01,Дивизион_информационных_технологий,EBITDA,-291.4278561561353,-1374.5511489398075,791.695436627537
2025-11-01,Дирекция_управления_проектами_(ДУП),EBITDA,-95.43691951738369,-1156.397585665646,965.5237466308788
2025-11-01,Дирекция_телеком-комплектации,EBITDA,-116.88267277777028,-1177.6731007767207,943.9077552211802
2025-11-01,Корпоративный_университет,EBITDA,-12.475695018497248,-1074.4362727982234,1049.484882761229
2025-11-01,"Обьединение_""Дивизион_Сеть""",EBITDA,-1217.105284263259,-2355.704620548264,-78.50594797825374
2025-11-01,Сервисная_Фабрика,EBITDA,-1934.399114521564,-3021.8267562292967,-846.9714728138304
2025-11-01,"Центральный_аппарат_Акционерного_Общества_""Казахтелеком""",EBITDA,-8175.916672001332,-17242.249331857114,890.4159878544515
2025-12-01,Дивизион_по_корпоративному_бизнесу,EBITDA,6763.217721326224,5674.616895265305,7851.818547387143
2025-12-01,Дивизион_по_розничному_бизнесу,EBITDA,13125.371689739124,11991.31227837976,14259.431101098487
2025-12-01,Дивизион_информационных_технологий,EBITDA,437.52682100860113,-646.4032172326293,1521.4568592498315
2025-12-01,Дирекция_управления_проектами_(ДУП),EBITDA,26.17946568985508,-1034.8570130265311,1087.2159444062413
2025-12-01,Дирекция_телеком-комплектации,EBITDA,-110.58898199127148,-1171.4423569447104,950.2643929621672
2025-12-01,Корпоративный_университет,EBITDA,1.9121293969735549,-1060.273144381919,1064.0974031758665
2025-12-01,"Обьединение_""Дивизион_Сеть""",EBITDA,-903.7566176775948,-2078.6532905737304,271.1400552185405
2025-12-01,Сервисная_Фабрика,EBITDA,-2085.08675443,-3174.912270869448,-995.2612379905522
2025-12-01,"Центральный_аппарат_Акционерного_Общества_""Казахтелеком""",EBITDA,-7958.754326023688,-17746.666202155102,1829.157550107725
2026-01-01,Дивизион_по_корпоративному_бизнесу,EBITDA,6266.335509410009,5175.688118902406,7356.982899917612
2026-01-01,Дивизион_по_розничному_бизнесу,EBITDA,12482.343559526613,11343.920219858212,13620.766899195014
2026-01-01,Дивизион_информационных_технологий,EBITDA,-514.3281715905475,-1602.021721649951,573.3653784688556
2026-01-01,Дирекция_управления_проектами_(ДУП),EBITDA,-136.3079883212066,-1197.4186383750457,924.8026617326324
2026-01-01,Дирекция_телеком-комплектации,EBITDA,-197.9597436605457,-1258.889064186725,862.9695768656334
2026-01-01,Корпоративный_университет,EBITDA,-366.6897836602825,-1428.961226785637,695.5816594650721
2026-01-01,"Обьединение_""Дивизион_Сеть""",EBITDA,-1963.8293204813224,-3173.69202547258,-753.9666154900647
2026-01-01,Сервисная_Фабрика,EBITDA,-3523.5604624561124,-4621.367554074782,-2425.753370837443
2026-01-01,"Центральный_аппарат_Акционерного_Общества_""Казахтелеком""",EBITDA,-13951.312546928366,-24244.791868933025,-3657.8332249237046
2026-02-01,Дивизион_по_корпоративному_бизнесу,EBITDA,9446.022243372692,8347.176364600216,10544.868122145168
2026-02-01,Дивизион_по_розничному_бизнесу,EBITDA,11617.868384542402,10481.309560785736,12754.427208299068
2026-02-01,Дивизион_информационных_технологий,EBITDA,-270.1458138966585,-1364.7368663018597,824.4452385085425
2026-02-01,Дирекция_управления_проектами_(ДУП),EBITDA,-126.2163674909458,-1187.4364915448782,935.0037565629864
2026-02-01,Дирекция_телеком-комплектации,EBITDA,-71.79554365216947,-1132.807200094207,989.216112789868
2026-02-01,Корпоративный_университет,EBITDA,21.914974168729728,-1040.6689259521795,1084.498874289639
2026-02-01,"Обьединение_""Дивизион_Сеть""",EBITDA,355.86367376188923,-914.7137534344128,1626.441100958191
2026-02-01,Сервисная_Фабрика,EBITDA,-1614.7079916371408,-2711.5841550862547,-517.831828188027
2026-02-01,"Центральный_аппарат_Акционерного_Общества_""Казахтелеком""",EBITDA,-21832.593552964885,-31848.63010518755,-11816.55700074222
2025-03-01,Дивизион_по_корпоративному_бизнесу,расход,2338.146279030598,999.6527406636674,3676.639817397529
2025-03-01,Дивизион_по_розничному_бизнесу,расход,4926.266911673643,3614.0999316828734,6238.433891664414
2025-03-01,Дивизион_информационных_технологий,расход,2292.3294983366927,988.069012296542,3596.5899843768434
2025-03-01,Дирекция_управления_проектами_(ДУП),расход,61.172639980598575,-1234.099092010454,1356.4443719716512
2025-03-01,Дирекция_телеком-комплектации,расход,32.84105576237083,-1262.3247152596064,1328.006826784348
2025-03-01,Корпоративный_университет,расход,-82.87188615946336,-1378.3722522796463,1212.6284799607197
2025-03-01,"Обьединение_""Дивизион_Сеть""",расход,7032.962985156537,5682.432042178856,8383.493928134218
2025-03-01,Сервисная_Фабрика,расход,1923.634884650447,607.0126546019299,3240.257114698964
2025-03-01,"Центральный_аппарат_Акционерного_Общества_""Казахтелеком""",расход,5902.718421413792,56.68093714070892,11748.755905686874
2025-04-01,Дивизион_по_корпоративному_бизнесу,расход,2992.979776873004,1665.0661880546988,4320.89336569131
2025-04-01,Дивизион_по_розничному_бизнесу,расход,5904.9761782422,4585.785898966473,7224.166457517927
2025-04-01,Дивизион_информационных_технологий,расход,2675.163761904151,1372.0088830604352,3978.318640747867
2025-04-01,Дирекция_управления_проектами_(ДУП),расход,80.28209290568917,-1215.0540031918426,1375.6181890032208
2025-04-01,Дирекция_телеком-комплектации,расход,58.79936004678801,-1236.355672821883,1353.954392915459
2025-04-01,Корпоративный_университет,расход,-97.50976391146584,-1393.0023843177764,1197.9828564948448
2025-04-01,"Обьединение_""Дивизион_Сеть""",расход,7174.461474117313,5814.67643747065,8534.246510763976
2025-04-01,Сервисная_Фабрика,расход,2321.5107408872227,1006.303262178857,3636.718219595589
2025-04-01,"Центральный_аппарат_Акционерного_Общества_""Казахтелеком""",расход,7806.95245736535,-483.7758573204183,16097.680772051115
2025-05-01,Дивизион_по_корпоративному_бизнесу,расход,2671.959013461448,1352.07126947586,3991.846757447037
2025-05-01,Дивизион_по_розничному_бизнесу,расход,5242.765024680532,3929.0555149912807,6556.474534369784
2025-05-01,Дивизион_информационных_технологий,расход,2195.504514554279,893.1302588413118,3497.878770267246
2025-05-01,Дирекция_управления_проектами_(ДУП),расход,102.29880447869206,-1193.0317406964784,1397.6293496538626
2025-05-01,Дирекция_телеком-комплектации,расход,39.66599915929466,-1255.4770759357486,1334.809074254338
2025-05-01,Корпоративный_университет,расход,-127.7993956045507,-1423.347663042836,1167.7488718337347
2025-05-01,"Обьединение_""Дивизион_Сеть""",расход,6161.595842029704,4793.958406119174,7529.233277940234
2025-05-01,Сервисная_Фабрика,расход,1980.0219303948209,667.5491133262421,3292.4947474634
2025-05-01,"Центральный_аппарат_Акционерного_Общества_""Казахтелеком""",расход,5730.848462118675,-5057.900787770524,16519.597712007875
2025-06-01,Дивизион_по_корпоративному_бизнесу,расход,2443.3675713523767,1123.6664773422788,3763.0686653624734
2025-06-01,Дивизион_по_розничному_бизнесу,расход,5552.00876165856,4235.805045851852,6868.212477465268
2025-06-01,Дивизион_информационных_технологий,расход,2276.9049746091578,974.4852457660812,3579.324703452234
2025-06-01,Дирекция_управления_проектами_(ДУП),расход,99.79336073305146,-1195.5904505728356,1395.1771720389386
2025-06-01,Дирекция_телеком-комплектации,расход,31.733400648596053,-1263.399212736353,1326.8660140335453
2025-06-01,Корпоративный_университет,расход,-144.9169247615477,-1440.5209959941928,1150.687146471097
2025-06-01,"Обьединение_""Дивизион_Сеть""",расход,6942.757374308489,5532.583768184926,8352.930980432051
2025-06-01,Сервисная_Фабрика,расход,2064.95726260756,753.7228697389205,3376.191655476199
2025-06-01,"Центральный_аппарат_Акционерного_Общества_""Казахтелеком""",расход,4978.071713848784,-8463.857894605873,18420.001322303444
