Дата,дивизион,доход,расход,валовая_прибыль,EBITDA,отток,приток,ARPU,"операционные_расходы,_тенге","операционная_прибыль,_тенге"
2023-09-01,"Обьединение_""Дивизион_Сеть""",26.91379872,8157.706428020003,-7342.577146550002,-6039.270572760002,173365,122270,7736.249544114442,8142.607776890002,-8115.693978170002
2023-09-01,Сервисная_Фабрика,0.0,1700.3665515,-1290.94302254,-1419.54536203,173365,122270,7736.249544114442,1652.039134,-1652.039134
2023-09-01,"Центральный_аппарат_Акционерного_Общества_""Казахтелеком""",0.0,-62.46268798999977,-577.24314834,-1215.65816491,173365,122270,7736.249544114442,1216.22039891,-1216.22039891
2023-10-01,Дивизион_по_корпоративному_бизнесу,11797.75176852999,3095.73407857,7998.310036369991,9068.19764574,37744,17095,8136.451082602591,4123.94059298,7673.811175549991
2023-10-01,Дивизион_по_розничному_бизнесу,11868.19819356002,4220.80352153,8342.200683990024,7948.135370010034,37744,17095,8136.451082602591,4046.15505543,7822.043138130024
2023-10-01,Дивизион_информационных_технологий,1177.839193929999,1944.90523063,-685.8067193900007,-178.0368562500007,37744,17095,8136.451082602591,1945.39997452,-767.5607805900006
2023-10-01,Дирекция_управления_проектами_(ДУП),0.0,39.92525972999997,-29.26268239999997,-39.68228172999997,37744,17095,8136.451082602591,39.92525972999997,-39.92525972999997
2023-10-01,Дирекция_телеком-комплектации,0.0,135.95888153,-103.65813365,-132.73017932,37744,17095,8136.451082602591,135.94510196,-135.94510196
2023-10-01,Корпоративный_университет,0.0,88.22587515999997,-80.36992587999998,-86.91352730999998,37744,17095,8136.451082602591,88.22587505999998,-88.22587505999998
2023-10-01,"Обьединение_""Дивизион_Сеть""",26.59757232,7429.49770217,-7259.470717740001,-5297.221163020001,37744,17095,8136.451082602591,7403.490484320001,-7376.892912000001
2023-10-01,Сервисная_Фабрика,0.0,1882.56044287,-1385.4164366,-1462.91767736,37744,17095,8136.451082602591,1676.50145133,-1676.50145133
2023-10-01,"Центральный_аппарат_Акционерного_Общества_""Казахтелеком""",0.0,3386.891595709999,-1779.98917371,-2431.87148445,37744,17095,8136.451082602591,2756.97686181,-2756.97686181
2023-11-01,Дивизион_по_корпоративному_бизнесу,12022.51776424016,3853.779745849999,8699.028488080156,8421.512238060144,45111,21973,8363.318497496211,3697.39463659,8325.123127650155
2023-11-01,Дивизион_по_розничному_бизнесу,12203.81745401008,4414.84486826,8449.85647562008,8088.472140310078,45111,21973,8363.318497496211,4415.30736702,7788.51008699008
2023-11-01,Дивизион_информационных_технологий,1170.476685229999,1907.73370708,-603.4525020300009,-147.5013862400009,45111,21973,8363.318497496211,1907.27493122,-736.7982459900009
2023-11-01,Дирекция_управления_проектами_(ДУП),0.0,38.77267319,-22.06806986,-38.53605418999999,45111,21973,8363.318497496211,38.77267318999999,-38.77267318999999
2023-11-01,Дирекция_телеком-комплектации,0.0,140.06661327,-112.92452371,-136.84833032,45111,21973,8363.318497496211,140.06661327,-140.06661327
2023-11-01,Корпоративный_университет,0.0,106.41649323,-98.00542331,-105.15521423,45111,21973,8363.318497496211,106.41649323,-106.41649323
2023-11-01,"Обьединение_""Дивизион_Сеть""",26.88084831999999,8115.88157228,-7838.1150025,-5928.594797760002,45111,21973,8363.318497496211,8071.781251830001,-8044.900403510001
2023-11-01,Сервисная_Фабрика,0.0,1746.376251009999,-1338.37272379,-1436.17571142,45111,21973,8363.318497496211,1651.25764943,-1651.25764943
2023-11-01,"Центральный_аппарат_Акционерного_Общества_""Казахтелеком""",0.0,2994.39192742,-666.40617974,-1627.06891143,45111,21973,8363.318497496211,1627.63114543,-1627.63114543
2023-12-01,Дивизион_по_корпоративному_бизнесу,11977.71301411996,7872.186905269999,8815.084340909963,4410.886516139963,26661,20208,8577.475848992319,3734.72656184,8242.986452279963
2023-12-01,Дивизион_по_розничному_бизнесу,12007.21972819994,4432.45688369,8100.518803869939,7888.535548589939,26661,20208,8577.475848992319,4427.69724809,7579.522480109939
2023-12-01,Дивизион_информационных_технологий,1145.98556565,1844.83996796,-554.2944489500003,-140.46299579,26661,20208,8577.475848992319,1873.96632142,-727.9807557700002
2023-12-01,Дирекция_управления_проектами_(ДУП),0.0,-306.06503023,342.49171651,308.61393448,26661,20208,8577.475848992319,-308.37776848,308.37776848
2023-12-01,Дирекция_телеком-комплектации,0.0,126.06777058,-101.31205214,-122.06009789,26661,20208,8577.475848992319,125.26418089,-125.26418089
2023-12-01,Корпоративный_университет,0.0,92.72416776,-86.20966825,-91.46978424,26661,20208,8577.475848992319,92.71678124,-92.71678124
2023-12-01,"Обьединение_""Дивизион_Сеть""",30.40687375999999,8246.73615133,-7339.524023519999,-6066.130965369996,26661,20208,8577.475848992319,8212.216369029999,-8181.809495269998
2023-12-01,Сервисная_Фабрика,0.0,1882.7509085,-1424.83868549,-1606.71085567,26661,20208,8577.475848992319,1812.91100215,-1812.91100215
2023-12-01,"Центральный_аппарат_Акционерного_Общества_""Казахтелеком""",0.0,4411.26346476,-627.1527500799999,-1609.17005886,26661,20208,8577.475848992319,1609.73228686,-1609.73228686
2024-01-01,Дивизион_по_корпоративному_бизнесу,12114.85265011001,4461.14608437,7928.378733040006,7985.621522140008,52223,20264,9287.363644162466,4708.839878199999,7406.012771910007
2024-01-01,Дивизион_по_розничному_бизнесу,12697.02169352997,5269.157142569999,8268.066191869973,7772.50829061997,52223,20264,9287.363644162466,5315.557945979999,7381.463747549972
2024-01-01,Дивизион_информационных_технологий,1103.868375889999,3559.55138268,-2227.19117756,-1800.07631469,52223,20264,9287.363644162466,3500.07833003,-2396.20995414
2024-01-01,Дирекция_управления_проектами_(ДУП),0.0,75.67636525999995,-49.71287990999996,-75.30045053999997,52223,20264,9287.363644162466,75.52866253999997,-75.52866253999997
2024-01-01,Дирекция_телеком-комплектации,0.0,268.16243036,-193.82152238,-260.27786531,52223,20264,9287.363644162466,263.45732939,-263.45732939
2024-01-01,Корпоративный_университет,0.0,946.8288652700002,-152.98917,-941.51260661,52223,20264,9287.363644162466,942.75248461,-942.75248461
2024-01-01,"Обьединение_""Дивизион_Сеть""",27.31211216,10710.36443157,-9526.739548549998,-8248.744401609996,52223,20264,9287.363644162466,10480.20189979,-10452.88978763
2024-01-01,Сервисная_Фабрика,0.0,3258.24426312,-2482.95476998,-2989.07412015,52223,20264,9287.363644162466,3170.34284138,-3170.34284138
2024-01-01,"Центральный_аппарат_Акционерного_Общества_""Казахтелеком""",324.373,11261.53098256,-6132.78410588,-8821.685397179997,52223,20264,9287.363644162466,9134.1856389,-8809.812638899999
2024-02-01,Дивизион_по_корпоративному_бизнесу,11700.81829086002,3522.47722773,8488.35005644002,8431.617390990015,52172,22229,7342.414800271195,3367.61572464,8333.20256622002
2024-02-01,Дивизион_по_розничному_бизнесу,11584.70077577998,3854.54262082,8000.341442029976,8068.340366949965,52172,22229,7342.414800271195,3854.23792574,7730.462850039977
2024-02-01,Дивизион_информационных_технологий,1060.555968399999,1653.02047314,-488.5514707000009,-28.68683636000083,52172,22229,7342.414800271195,1652.82505045,-592.2690820500009
2024-02-01,Дирекция_управления_проектами_(ДУП),0.0,33.43436934,-16.36635626999999,-33.21717656,52172,22229,7342.414800271195,33.42018706,-33.42018706
2024-02-01,Дирекция_телеком-комплектации,0.0,75.22612054999999,-62.17605215999999,-71.69064895,52172,22229,7342.414800271195,74.76876994999999,-74.76876994999999
2024-02-01,Корпоративный_университет,0.0,97.43151758,-89.62641228,-96.19165608,52172,22229,7342.414800271195,97.43151758,-97.43151758
2024-02-01,"Обьединение_""Дивизион_Сеть""",28.30533335,7299.301812230001,-7105.12366342,-5191.09374133,52172,22229,7342.414800271195,7271.635739710001,-7243.33040636
2024-02-01,Сервисная_Фабрика,0.0,1327.79521057,-1002.11615746,-1082.38679294,52172,22229,7342.414800271195,1315.71206907,-1315.71206907
2024-02-01,"Центральный_аппарат_Акционерного_Общества_""Казахтелеком""",0.0,3711.25453022,-528.84493029,-1174.11009958,52172,22229,7342.414800271195,1174.67232758,-1174.67232758
2024-03-01,Дивизион_по_корпоративному_бизнесу,11620.73597086995,3652.06352993,8293.065063549948,8196.563543109944,38904,17392,8367.7710196152,3523.099304249999,8097.636666619947
2024-03-01,Дивизион_по_розничному_бизнесу,11635.58069235999,4152.825289539999,7998.669494029987,7815.513124119998,38904,17392,8367.7710196152,4152.74396738,7482.836724979988
2024-03-01,Дивизион_информационных_технологий,1133.915540969999,1854.47830414,-539.5662623900009,-113.336031300001,38904,17392,8367.7710196152,1849.90158658,-715.9860456100009
2024-03-01,Дирекция_управления_проектами_(ДУП),0.0,37.37710517,-22.12707736999999,-37.06685085999999,38904,17392,8367.7710196152,37.26359285999999,-37.26359285999999
2024-03-01,Дирекция_телеком-комплектации,0.0,100.9830035,-70.08543323999999,-97.93619049999998,38904,17392,8367.7710196152,100.9830035,-100.9830035
2024-03-01,Корпоративный_университет,0.0,109.39516129,-94.17174967,-108.15897929,38904,17392,8367.7710196152,109.39516129,-109.39516129
2024-03-01,"Обьединение_""Дивизион_Сеть""",28.30533336,8013.245023150002,-7273.73938354,-5905.19288606,38904,17392,8367.7710196152,8006.039794849999,-7977.734461489999
2024-03-01,Сервисная_Фабрика,0.0,1781.270931679999,-1372.90082657,-1531.95673235,38904,17392,8367.7710196152,1759.96004131,-1759.96004131
2024-03-01,"Центральный_аппарат_Акционерного_Общества_""Казахтелеком""",0.0,1768.11113272,-456.29665775,-910.3883018,38904,17392,8367.7710196152,910.9505358,-910.9505358
2024-04-01,Дивизион_по_корпоративному_бизнесу,11544.76183054002,4001.24026065,7255.639436660017,7774.029022259992,35682,15822,8461.25593943774,4482.144295019999,7062.617535520017
2024-04-01,Дивизион_по_розничному_бизнесу,11759.52706329,5005.284477570001,7460.195406909998,7086.797937450001,35682,15822,8461.25593943774,4860.42242027,6899.104643019998
2024-04-01,Дивизион_информационных_технологий,1179.99848483,2272.64894841,-966.1901249399996,-494.9189409699995,35682,15822,8461.25593943774,2264.806835879999,-1084.80835105
2024-04-01,Дирекция_управления_проектами_(ДУП),0.0,34.38410163999997,-18.22245050999997,-33.45219170999997,35682,15822,8461.25593943774,33.63299614999998,-33.63299614999998
2024-04-01,Дирекция_телеком-комплектации,0.0,120.21083507,-84.31879642,-116.23490965,35682,15822,8461.25593943774,119.28246865,-119.28246865
2024-04-01,Корпоративный_университет,0.0,125.68410455,-111.74839049,-124.44793755,35682,15822,8461.25593943774,125.68410455,-125.68410455
2024-04-01,"Обьединение_""Дивизион_Сеть""",32.77063224,8450.19235572,-8207.63086009,-6363.533123419998,35682,15822,8461.25593943774,8433.0745103,-8400.30387806
2024-04-01,Сервисная_Фабрика,0.0,2114.36053417,-1734.81624208,-1837.3922656,35682,15822,8461.25593943774,2087.51801855,-2087.51801855
2024-04-01,"Центральный_аппарат_Акционерного_Общества_""Казахтелеком""",402.339,5173.348508159999,-1916.98846271,-2801.79104777,35682,15822,8461.25593943774,3211.65150674,-2809.31250674
2024-05-01,Дивизион_по_корпоративному_бизнесу,11681.58197992003,3864.34129212,8196.852856700032,8055.428583300049,45834,16905,8452.500825458557,3725.42249524,7956.159484680032
2024-05-01,Дивизион_по_розничному_бизнесу,11801.73779671997,4286.72437893,7977.251154939971,7869.519228009995,45834,16905,8452.500825458557,4279.91765976,7521.82013695997
2024-05-01,Дивизион_информационных_технологий,1086.2462213,1686.0215232,-489.54390375,5.133357069999988,45834,16905,8452.500825458557,1673.96113551,-587.71491421
2024-05-01,Дирекция_управления_проектами_(ДУП),0.0,35.81278299,-19.51336541,-35.58378627999999,45834,16905,8452.500825458557,35.74876227999999,-35.74876227999999
2024-05-01,Дирекция_телеком-комплектации,0.0,94.54327792,-73.46449736,-90.72018298,45834,16905,8452.500825458557,94.42254698,-94.42254698
2024-05-01,Корпоративный_университет,0.0,118.53147253,-107.18064422,-117.29529444,45834,16905,8452.500825458557,118.53147253,-118.53147253
2024-05-01,"Обьединение_""Дивизион_Сеть""",30.43482408000001,7906.534184939998,-7650.755616259999,-5798.044943239999,45834,16905,8452.500825458557,7844.358096929998,-7813.923272849998
2024-05-01,Сервисная_Фабрика,0.0,1801.42757693,-1444.63956707,-1491.65473559,45834,16905,8452.500825458557,1744.7474762,-1744.7474762
2024-05-01,"Центральный_аппарат_Акционерного_Общества_""Казахтелеком""",0.0,3825.246771629999,-532.74593752,-2044.94103765,45834,16905,8452.500825458557,2045.53019065,-2045.53019065
2024-06-01,Дивизион_по_корпоративному_бизнесу,11934.11070269995,3510.750968249999,8795.01757476995,8662.476304370015,399961,373242,7484.35412487602,3377.919569279999,8556.19113341995
2024-06-01,Дивизион_по_розничному_бизнесу,11864.66613767996,4707.144496010001,7644.920783659959,7526.988768829955,399961,373242,7484.35412487602,4707.91594234,7156.750195339959
2024-06-01,Дивизион_информационных_технологий,1093.929855520001,1757.73065804,-482.338436949999,-72.16628874999913,399961,373242,7484.35412487602,1753.84601792,-659.916162399999
2024-06-01,Дирекция_управления_проектами_(ДУП),0.0,32.45342471999999,-18.09389741,-31.74464354999999,399961,373242,7484.35412487602,31.90960055,-31.90960055
2024-06-01,Дирекция_телеком-комплектации,0.0,100.77765121,-72.55178512999997,-96.64049450999995,399961,373242,7484.35412487602,100.35376151,-100.35376151
2024-06-01,Корпоративный_университет,0.0,119.22396456,-107.75675997,-118.11591056,399961,373242,7484.35412487602,119.22396456,-119.22396456
2024-06-01,"Обьединение_""Дивизион_Сеть""",31.80536136,8953.695855889999,-8148.737152240002,-6778.103966670002,399961,373242,7484.35412487602,8838.345840090002,-8806.540478730001
2024-06-01,Сервисная_Фабрика,0.0,1711.61129951,-1291.21742586,-1416.25067875,399961,373242,7484.35412487602,1668.72494044,-1668.72494044
2024-06-01,"Центральный_аппарат_Акционерного_Общества_""Казахтелеком""",0.0,2293.6749728,-330.49159597,-1482.74309198,399961,373242,7484.35412487602,1483.33224398,-1483.33224398
2024-07-01,Дивизион_по_корпоративному_бизнесу,11756.03496795988,6009.063989910001,7886.081535869883,6051.721870539882,29203,12988,8893.824746356631,4750.625224899999,7005.409743059883
2024-07-01,Дивизион_по_розничному_бизнесу,11973.10937975001,5344.95323653,7297.401905760006,7012.722448300006,29203,12988,8893.824746356631,5229.821517350001,6743.287862400007
2024-07-01,Дивизион_информационных_технологий,1149.8749638,2228.76966985,-795.9304901899998,-470.5468563099997,29203,12988,8893.824746356631,2224.67899074,-1074.80402694
2024-07-01,Дирекция_управления_проектами_(ДУП),0.0,36.66251696999998,-18.46294318999998,-36.46453101999997,29203,12988,8893.824746356631,36.59061401999998,-36.59061401999998
2024-07-01,Дирекция_телеком-комплектации,0.0,125.40249913,-85.53071205999998,-121.10462802,29203,12988,8893.824746356631,125.26348876,-125.26348876
2024-07-01,Корпоративный_университет,0.0,135.76789357,-123.12426948,-134.56451555,29203,12988,8893.824746356631,135.66839555,-135.66839555
2024-07-01,"Обьединение_""Дивизион_Сеть""",28.83586392,9192.771241150003,-8899.308288700002,-7073.583619590001,29203,12988,8893.824746356631,9115.43714646,-9086.60128254
2024-07-01,Сервисная_Фабрика,0.0,1780.754239249999,-1361.14025961,-1495.3260897,29203,12988,8893.824746356631,1734.23610445,-1734.23610445
2024-07-01,"Центральный_аппарат_Акционерного_Общества_""Казахтелеком""",407.372,2779.946290619999,-930.67653127,-1629.74954898,29203,12988,8893.824746356631,2253.6526011,-1846.2806011
2024-08-01,Дивизион_по_корпоративному_бизнесу,11705.61860332003,3933.446035530001,8192.822282380033,8005.384875930033,31371,13282,9105.294862974686,3809.23924309,7896.379360230033
2024-08-01,Дивизион_по_розничному_бизнесу,12378.67329077,4750.588624909999,8118.714986970001,8030.470341399999,31371,13282,9105.294862974686,4747.96020671,7630.71308406
2024-08-01,Дивизион_информационных_технологий,1186.9635345,2664.397607580001,-1205.30952017,-784.0684601199996,31371,13282,9105.294862974686,2572.19457814,-1385.23104364
2024-08-01,Дирекция_управления_проектами_(ДУП),0.0,54.5973071,-26.49874451999999,-53.44472905999999,31371,13282,9105.294862974686,54.51270005999999,-54.51270005999999
2024-08-01,Дирекция_телеком-комплектации,0.0,126.21942119,-89.19258389999999,-122.06084419,31371,13282,9105.294862974686,126.21942119,-126.21942119
2024-08-01,Корпоративный_университет,0.0,165.19456412,-147.11382401,-164.09096512,31371,13282,9105.294862974686,165.19456412,-165.19456412
